Reporting Starts,Reporting Ends,Ad Name,Delivery,Results,Result Indicator,Reach,Cost per Results,Amount Spent (USD),Impressions,"CPM (Cost per 1,000 Impressions) (USD)",Website Purchases,Cost per Website Purchase (USD)
5/28/2016,4/27/2017,2. Full Swag - Love in the Air 2,inactive,,,2969,,38.44,3153,12.19156359,,
5/28/2016,4/27/2017,2. Full Swag - Love in the Air 2,inactive,11,actions:offsite_conversion.fb_pixel_purchase,3452,5.490909091,60.4,4397,13.73663862,11,5.490909091
5/28/2016,4/27/2017,2. Full Swag - Love in the Air 2,inactive,1,actions:offsite_conversion.fb_pixel_purchase,1002,17.72,17.72,1120,15.82142857,1,17.72
5/28/2016,4/27/2017,2. Full Swag - Love in the Air 2,inactive,15,actions:offsite_conversion.fb_pixel_purchase,1365,2.636666667,39.55,2397,16.49979141,15,2.636666667
5/28/2016,4/27/2017,2. Full Swag - Love in the Air 2,inactive,3,actions:offsite_conversion.fb_pixel_purchase,6318,28.06666667,84.2,7147,11.78116692,3,28.06666667
5/28/2016,4/27/2017,2. Full Swag - Love in the Air 2,inactive,12,actions:offsite_conversion.fb_pixel_purchase,965,3.3525,40.23,1866,21.55948553,12,3.3525
5/28/2016,4/27/2017,2. Full Swag - Love in the Air 2,inactive,5,actions:offsite_conversion.fb_pixel_purchase,5036,16.878,84.39,6769,12.46712956,5,16.878
5/28/2016,4/27/2017,2. Full Swag - Love in the Air 2,inactive,,,901,,17.58,1005,17.49253731,,
5/28/2016,4/27/2017,2. Full Swag - Love in the Air 2,inactive,3,actions:offsite_conversion.fb_pixel_purchase,7584,28.09333333,84.28,8439,9.98696528,3,28.09333333
5/28/2016,4/27/2017,2. Full Swag - Love in the Air 2,inactive,,,953,,17.63,1064,16.56954887,,
5/28/2016,4/27/2017,2. Full Swag - Love in the Air 2,inactive,1,actions:offsite_conversion.fb_pixel_purchase,2591,40.55,40.55,3082,13.15704088,1,40.55
5/28/2016,4/27/2017,2. Full Swag - Love in the Air 2,inactive,14,actions:offsite_conversion.fb_pixel_purchase,1496,6.020714286,84.29,4287,19.66176814,14,6.020714286
5/28/2016,4/27/2017,2. Full Swag - Love in the Air 2,inactive,5,actions:offsite_conversion.fb_pixel_purchase,6442,20,100,6834,14.63271876,5,20
5/28/2016,4/27/2017,1. Full Swag - Love in the Air,inactive,1,actions:offsite_conversion.fb_pixel_purchase,937,10.2,10.2,967,10.54808687,1,10.2
5/28/2016,4/27/2017,1. Full Swag - Love in the Air,inactive,7,actions:offsite_conversion.fb_pixel_purchase,15600,23.02857143,161.2,19066,8.454841078,7,23.02857143
5/28/2016,4/27/2017,1. Full Swag - Love in the Air,inactive,31,actions:offsite_conversion.fb_pixel_purchase,1752,5.110645161,158.43,7453,21.25721186,31,5.110645161
5/28/2016,4/27/2017,1. Full Swag - Love in the Air,inactive,3,actions:offsite_conversion.fb_pixel_purchase,2983,12.14,36.42,3123,11.66186359,3,12.14
5/28/2016,4/27/2017,1. Full Swag - Love in the Air,inactive,4,actions:offsite_conversion.fb_pixel_purchase,2159,9.325,37.3,2367,15.7583439,4,9.325
5/28/2016,4/27/2017,1. Full Swag - Love in the Air,inactive,10,actions:offsite_conversion.fb_pixel_purchase,13188,16.099,160.99,18017,8.935449853,10,16.099
5/28/2016,4/27/2017,1. Full Swag - Love in the Air,inactive,4,actions:offsite_conversion.fb_pixel_purchase,3892,20.695,82.78,5885,14.06627018,4,20.695
5/28/2016,4/27/2017,1. Full Swag - Love in the Air,inactive,12,actions:offsite_conversion.fb_pixel_purchase,9178,13.3425,160.11,16198,9.884553649,12,13.3425
5/28/2016,4/27/2017,1. Full Swag - Love in the Air,inactive,29,actions:offsite_conversion.fb_pixel_purchase,1475,4.576206897,132.71,6286,21.11199491,29,4.576206897
5/28/2016,4/27/2017,1. Full Swag - Love in the Air,inactive,3,actions:offsite_conversion.fb_pixel_purchase,7660,28.38333333,85.15,8281,10.28257457,3,28.38333333
5/28/2016,4/27/2017,1. Full Swag - Love in the Air,inactive,18,actions:offsite_conversion.fb_pixel_purchase,2182,5.128888889,92.32,5873,15.71939384,18,5.128888889
5/28/2016,4/27/2017,1. Full Swag - Love in the Air,inactive,,,2313,,36.44,2611,13.95633857,,
5/28/2016,4/27/2017,1. Full Swag - Love in the Air,inactive,30,actions:offsite_conversion.fb_pixel_purchase,5526,5.332666667,159.98,10084,15.86473622,30,5.332666667
5/28/2016,4/27/2017,4. Medal - Clouds,inactive,3,actions:offsite_conversion.fb_pixel_purchase,11840,36.44666667,109.34,13535,8.078315478,3,36.44666667
5/28/2016,4/27/2017,4. Medal - Clouds,inactive,17,actions:offsite_conversion.fb_pixel_purchase,1579,6.436470588,109.42,3920,27.91326531,17,6.436470588
5/28/2016,4/27/2017,4. Medal - Clouds,inactive,4,actions:offsite_conversion.fb_pixel_purchase,6873,29.855,119.42,9844,12.13124746,4,29.855
5/28/2016,4/27/2017,4. Medal - Clouds,inactive,3,actions:offsite_conversion.fb_pixel_purchase,4779,39.87333333,119.62,8566,13.96451086,3,39.87333333
5/28/2016,4/27/2017,4. Medal - Clouds,inactive,17,actions:offsite_conversion.fb_pixel_purchase,1391,7.025294118,119.43,4621,25.84505518,17,7.025294118
5/28/2016,4/27/2017,4. Medal - Clouds,inactive,14,actions:offsite_conversion.fb_pixel_purchase,7410,8.554285714,119.76,11758,10.18540568,14,8.554285714
5/28/2016,4/27/2017,4. Medal - Clouds,inactive,4,actions:offsite_conversion.fb_pixel_purchase,4213,29.94,119.76,7638,15.67949725,4,29.94
5/28/2016,4/27/2017,4. Medal - Clouds,inactive,8,actions:offsite_conversion.fb_pixel_purchase,9868,14.97,119.76,11608,10.31702274,8,14.97
5/28/2016,4/27/2017,4. Medal - Clouds,inactive,5,actions:offsite_conversion.fb_pixel_purchase,12922,23.98,119.9,16085,7.454149829,5,23.98
5/28/2016,4/27/2017,4. Medal - Clouds,inactive,15,actions:offsite_conversion.fb_pixel_purchase,5381,7.997333333,119.96,8988,13.34668447,15,7.997333333
5/28/2016,4/27/2017,4. Medal - Clouds,inactive,5,actions:offsite_conversion.fb_pixel_purchase,4693,24.016,120.08,8453,14.20560748,5,24.016
5/28/2016,4/27/2017,4. Medal - Clouds,inactive,8,actions:offsite_conversion.fb_pixel_purchase,1726,5.67,45.36,2725,16.64587156,8,5.67
5/28/2016,4/27/2017,Full Swag - Last Chance,inactive,,,406,,9.04,417,21.67865707,,
5/28/2016,4/27/2017,Full Swag - Last Chance,inactive,2,actions:offsite_conversion.fb_pixel_purchase,4824,27.83,55.66,5335,10.43298969,2,27.83
5/28/2016,4/27/2017,Full Swag - Last Chance,inactive,,,1171,,54.82,1872,29.28418803,,
5/28/2016,4/27/2017,Full Swag - Last Chance,inactive,,,1595,,21.02,1608,13.0721393,,
5/28/2016,4/27/2017,Full Swag - Last Chance,inactive,,,1050,,21.85,1081,20.21276596,,
5/28/2016,4/27/2017,Full Swag - Last Chance,inactive,3,actions:offsite_conversion.fb_pixel_purchase,3690,18.42666667,55.28,3980,13.88944724,3,18.42666667
5/28/2016,4/27/2017,Full Swag - Last Chance,inactive,,,562,,10.82,564,19.18439716,,
5/28/2016,4/27/2017,Full Swag - Last Chance,inactive,1,actions:offsite_conversion.fb_pixel_purchase,1315,19.25,19.25,1329,14.48457487,1,19.25
5/28/2016,4/27/2017,Full Swag - Last Chance,inactive,1,actions:offsite_conversion.fb_pixel_purchase,514,18.25,18.25,543,33.60957643,1,18.25
5/28/2016,4/27/2017,Full Swag - Last Chance,inactive,,,968,,16.52,970,17.03092784,,
5/28/2016,4/27/2017,Full Swag - Last Chance,inactive,,,456,,8.77,460,19.06521739,,
5/28/2016,4/27/2017,Full Swag - Last Chance,inactive,,,1216,,21.72,1285,16.90272374,,
5/28/2016,4/27/2017,Full Swag - Resolution,inactive,1,actions:offsite_conversion.fb_pixel_purchase,10203,109.15,109.15,12102,9.019170385,1,109.15
5/28/2016,4/27/2017,Full Swag - Resolution,inactive,10,actions:offsite_conversion.fb_pixel_purchase,1419,10.9,109,3972,27.44209466,10,10.9
5/28/2016,4/27/2017,Full Swag - Resolution,inactive,2,actions:offsite_conversion.fb_pixel_purchase,8270,59.76,119.52,11586,10.3158985,2,59.76
5/28/2016,4/27/2017,Full Swag - Resolution,inactive,3,actions:offsite_conversion.fb_pixel_purchase,4880,39.91333333,119.74,8854,13.52383104,3,39.91333333
5/28/2016,4/27/2017,Full Swag - Resolution,inactive,1,actions:offsite_conversion.fb_pixel_purchase,8544,134.29,134.29,9742,13.78464381,1,134.29
5/28/2016,4/27/2017,Full Swag - Resolution,inactive,4,actions:offsite_conversion.fb_pixel_purchase,4598,33.5325,134.13,8058,16.64556962,4,33.5325
5/28/2016,4/27/2017,Full Swag - Resolution,inactive,4,actions:offsite_conversion.fb_pixel_purchase,7083,33.5025,134.01,10026,13.36624776,4,33.5025
5/28/2016,4/27/2017,Full Swag - Resolution,inactive,16,actions:offsite_conversion.fb_pixel_purchase,1431,8.365625,133.85,5629,23.7786463,16,8.365625
5/28/2016,4/27/2017,Full Swag - Resolution,inactive,7,actions:offsite_conversion.fb_pixel_purchase,9340,19.15857143,134.11,10744,12.48231571,7,19.15857143
5/28/2016,4/27/2017,Full Swag - Resolution,inactive,9,actions:offsite_conversion.fb_pixel_purchase,4449,14.88888889,134,8208,16.32553606,9,14.88888889
5/28/2016,4/27/2017,Full Swag - Resolution,inactive,2,actions:offsite_conversion.fb_pixel_purchase,4459,66.87,133.74,8506,15.72301905,2,66.87
5/28/2016,4/27/2017,Full Swag - Start 2017,inactive,7,actions:offsite_conversion.fb_pixel_purchase,5006,27.84142857,194.89,12871,15.14179162,7,27.84142857
5/28/2016,4/27/2017,Full Swag - Start 2017,inactive,15,actions:offsite_conversion.fb_pixel_purchase,22164,14.79133333,221.87,33199,6.683032621,15,14.79133333
5/28/2016,4/27/2017,Full Swag - Start 2017,inactive,78,actions:offsite_conversion.fb_pixel_purchase,1561,3.917435897,305.56,16828,18.15783218,78,3.917435897
5/28/2016,4/27/2017,Full Swag - Start 2017,inactive,31,actions:offsite_conversion.fb_pixel_purchase,10912,7.152258065,221.72,20818,10.65039869,31,7.152258065
5/28/2016,4/27/2017,Full Swag - Start 2017,inactive,20,actions:offsite_conversion.fb_pixel_purchase,19988,11.0915,221.83,27953,7.935820842,20,11.0915
5/28/2016,4/27/2017,Full Swag - Start 2017,inactive,31,actions:offsite_conversion.fb_pixel_purchase,12044,7.162580645,222.04,22412,9.907192575,31,7.162580645
5/28/2016,4/27/2017,Full Swag - Start 2017,inactive,14,actions:offsite_conversion.fb_pixel_purchase,4514,10.04428571,140.62,10451,13.45517175,14,10.04428571
5/28/2016,4/27/2017,Medal Swag - Holiday Cheer,inactive,3,actions:offsite_conversion.fb_pixel_purchase,1380,9.97,29.91,1538,19.4473342,3,9.97
5/28/2016,4/27/2017,Medal Swag - Holiday Cheer,inactive,46,actions:offsite_conversion.fb_pixel_purchase,25128,6.887608696,316.83,30344,10.4412734,46,6.887608696
5/28/2016,4/27/2017,Medal Swag - Holiday Cheer,inactive,6,actions:offsite_conversion.fb_pixel_purchase,2857,10.81333333,64.88,3201,20.26866604,6,10.81333333
5/28/2016,4/27/2017,Medal Swag - Holiday Cheer,inactive,28,actions:offsite_conversion.fb_pixel_purchase,21068,7.774285714,217.68,25233,8.62679824,28,7.774285714
5/28/2016,4/27/2017,Medal Swag - Holiday Cheer,inactive,46,actions:offsite_conversion.fb_pixel_purchase,21443,6.237391304,286.92,27392,10.47459112,46,6.237391304
5/28/2016,4/27/2017,Medal Swag - Holiday Cheer,inactive,38,actions:offsite_conversion.fb_pixel_purchase,30096,7.579736842,288.03,41225,6.986779867,38,7.579736842
5/28/2016,4/27/2017,Medal Swag - Holiday Cheer,inactive,67,actions:offsite_conversion.fb_pixel_purchase,19788,5.557313433,372.34,32074,11.6087797,67,5.557313433
5/28/2016,4/27/2017,Full Swag - Black Friday 2,inactive,,,773,,26.11,857,30.46674446,,
5/28/2016,4/27/2017,Full Swag - Black Friday 2,inactive,4,actions:offsite_conversion.fb_pixel_purchase,838,3.535,14.14,858,16.48018648,4,3.535
5/28/2016,4/27/2017,Full Swag - Black Friday 2,inactive,10,actions:offsite_conversion.fb_pixel_purchase,2587,4.326,43.26,2707,15.98079054,10,4.326
5/28/2016,4/27/2017,Full Swag - Black Friday 2,inactive,,,557,,14.97,561,26.68449198,,
5/28/2016,4/27/2017,Full Swag - Black Friday 2,inactive,4,actions:offsite_conversion.fb_pixel_purchase,2558,12.175,48.7,2635,18.48197343,4,12.175
5/28/2016,4/27/2017,Full Swag - Black Friday 2,inactive,4,actions:offsite_conversion.fb_pixel_purchase,1571,6.04,24.16,1623,14.88601356,4,6.04
5/28/2016,4/27/2017,Full Swag - Black Friday 2,inactive,7,actions:offsite_conversion.fb_pixel_purchase,1519,3.364285714,23.55,1571,14.99045194,7,3.364285714
5/28/2016,4/27/2017,Full Swag - Black Friday 2,inactive,8,actions:offsite_conversion.fb_pixel_purchase,2465,6.36875,50.95,2581,19.74041069,8,6.36875
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,,,629,,12.5,645,19.37984496,,
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,2,actions:offsite_conversion.fb_pixel_purchase,572,6.53,13.06,586,22.28668942,2,6.53
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,3,actions:offsite_conversion.fb_pixel_purchase,2762,18.14666667,54.44,3276,16.61782662,3,18.14666667
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,5,actions:offsite_conversion.fb_pixel_purchase,3895,11.918,59.59,4112,14.49173152,5,11.918
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,2,actions:offsite_conversion.fb_pixel_purchase,426,6.805,13.61,489,27.83231084,2,6.805
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,1,actions:offsite_conversion.fb_pixel_purchase,1041,12.68,12.68,1045,12.13397129,1,12.68
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,1,actions:offsite_conversion.fb_pixel_purchase,665,12.31,12.31,682,18.04985337,1,12.31
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,,,722,,12.64,733,17.24420191,,
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,,,394,,11.91,422,28.22274882,,
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,25,actions:offsite_conversion.fb_pixel_purchase,7934,4.3828,109.57,8669,12.63928942,25,4.3828
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,17,actions:offsite_conversion.fb_pixel_purchase,12212,7.264117647,123.49,12642,9.768232875,17,7.264117647
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,,,472,,13.41,542,24.74169742,,
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,13,actions:offsite_conversion.fb_pixel_purchase,4940,7.351538462,95.57,6350,15.0503937,13,7.351538462
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,1,actions:offsite_conversion.fb_pixel_purchase,271,15.24,15.24,340,44.82352941,1,15.24
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,1,actions:offsite_conversion.fb_pixel_purchase,513,13.52,13.52,535,25.27102804,1,13.52
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,13,actions:offsite_conversion.fb_pixel_purchase,9012,8.36,108.68,9368,11.60119556,13,8.36
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,10,actions:offsite_conversion.fb_pixel_purchase,6322,5.666,56.66,6529,8.678204932,10,5.666
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,9,actions:offsite_conversion.fb_pixel_purchase,5734,6.256666667,56.31,5904,9.537601626,9,6.256666667
5/28/2016,4/27/2017,Full Swag - Holiday Cheer,inactive,3,actions:offsite_conversion.fb_pixel_purchase,3479,22.10333333,66.31,4711,14.07556782,3,22.10333333
5/28/2016,4/27/2017,Full Swag - Holiday Cheer,inactive,2,actions:offsite_conversion.fb_pixel_purchase,1805,21.32,42.64,2054,20.75949367,2,21.32
5/28/2016,4/27/2017,Full Swag - Holiday Cheer,inactive,,,670,,30.64,1168,26.23287671,,
5/28/2016,4/27/2017,Full Swag - Holiday Cheer,inactive,3,actions:offsite_conversion.fb_pixel_purchase,3643,22.38666667,67.16,4195,16.00953516,3,22.38666667
5/28/2016,4/27/2017,Full Swag - Holiday Cheer,inactive,3,actions:offsite_conversion.fb_pixel_purchase,3286,22.38,67.14,3953,16.98456868,3,22.38
5/28/2016,4/27/2017,Full Swag - Holiday Cheer,inactive,5,actions:offsite_conversion.fb_pixel_purchase,4142,13.518,67.59,4613,14.65207024,5,13.518
5/28/2016,4/27/2017,Full Swag - Holiday Cheer,inactive,,,868,,59.71,2525,23.64752475,,
5/28/2016,4/27/2017,Full Swag - Holiday Cheer,inactive,5,actions:offsite_conversion.fb_pixel_purchase,1518,13.234,66.17,3112,21.26285347,5,13.234
5/28/2016,4/27/2017,Full Swag - Holiday Cheer,inactive,6,actions:offsite_conversion.fb_pixel_purchase,5528,11.23166667,67.39,6093,11.06023305,6,11.23166667
5/28/2016,4/27/2017,Full Swag - Holiday Cheer,inactive,5,actions:offsite_conversion.fb_pixel_purchase,2995,13.858,69.29,4322,16.03192966,5,13.858
5/28/2016,4/27/2017,Full Swag - Holiday Cheer,inactive,,,414,,59.04,1457,40.52161977,,
5/28/2016,4/27/2017,Full Swag - Holiday Cheer,inactive,4,actions:offsite_conversion.fb_pixel_purchase,3216,17.0525,68.21,3992,17.08667335,4,17.0525
5/28/2016,4/27/2017,Full Swag - Holiday Cheer,inactive,13,actions:offsite_conversion.fb_pixel_purchase,9676,8.771538462,114.03,10410,10.95389049,13,8.771538462
5/28/2016,4/27/2017,Full Swag - Holiday Cheer,inactive,6,actions:offsite_conversion.fb_pixel_purchase,4421,19.03166667,114.19,7632,14.9620021,6,19.03166667
5/28/2016,4/27/2017,Full Swag - Holiday Cheer,inactive,34,actions:offsite_conversion.fb_pixel_purchase,13404,3.378235294,114.86,14094,8.149567192,34,3.378235294
5/28/2016,4/27/2017,Full Swag - Holiday Cheer,inactive,21,actions:offsite_conversion.fb_pixel_purchase,21524,8.606190476,180.73,25711,7.029287076,21,8.606190476
5/28/2016,4/27/2017,Full Swag - Holiday Cheer,inactive,32,actions:offsite_conversion.fb_pixel_purchase,21860,6.9840625,223.49,23821,9.382057848,32,6.9840625
5/28/2016,4/27/2017,Full Swag - Holiday Cheer,inactive,37,actions:offsite_conversion.fb_pixel_purchase,15000,4.576756757,169.34,18909,8.955523825,37,4.576756757
5/28/2016,4/27/2017,Medal - Toystore - Holiday Cheer,inactive,129,actions:offsite_conversion.fb_pixel_purchase,29080,3.627209302,467.91,56440,8.290396882,129,3.627209302
5/28/2016,4/27/2017,Medal - Toystore - Holiday Cheer,inactive,27,actions:offsite_conversion.fb_pixel_purchase,436,3.671851852,99.14,2721,36.43513414,27,3.671851852
5/28/2016,4/27/2017,Medal - Toystore - Holiday Cheer,inactive,51,actions:offsite_conversion.fb_pixel_purchase,51587,9.21254902,469.84,68249,6.884203432,51,9.21254902
5/28/2016,4/27/2017,Medal - Toystore - Holiday Cheer,inactive,37,actions:offsite_conversion.fb_pixel_purchase,35688,8.17972973,302.65,51126,5.919688612,37,8.17972973
5/28/2016,4/27/2017,Medal - Toystore - Holiday Cheer,inactive,1,actions:offsite_conversion.fb_pixel_purchase,889,43.42,43.42,2396,18.12186978,1,43.42
5/28/2016,4/27/2017,Medal - Toystore - Holiday Cheer,inactive,3,actions:offsite_conversion.fb_pixel_purchase,4514,18.30666667,54.92,5497,9.99090413,3,18.30666667
5/28/2016,4/27/2017,Medal - Toystore - Holiday Cheer,inactive,19,actions:offsite_conversion.fb_pixel_purchase,12995,11.30157895,214.73,28383,7.565444104,19,11.30157895
5/28/2016,4/27/2017,Medal - Toystore - Holiday Cheer,inactive,28,actions:offsite_conversion.fb_pixel_purchase,20944,9.279285714,259.82,28924,8.982851611,28,9.279285714
5/28/2016,4/27/2017,Medal - Toystore - Holiday Cheer,inactive,,,988,,61.78,2637,23.42813804,,
5/28/2016,4/27/2017,Medal - Toystore - Holiday Cheer,inactive,76,actions:offsite_conversion.fb_pixel_purchase,78528,8.0375,610.85,97633,6.25659357,76,8.0375
5/28/2016,4/27/2017,Medal - Toystore - Holiday Cheer,inactive,55,actions:offsite_conversion.fb_pixel_purchase,8070,7.021636364,386.19,32992,11.70556499,55,7.021636364
5/28/2016,4/27/2017,Medal - Toystore - Holiday Cheer,inactive,101,actions:offsite_conversion.fb_pixel_purchase,60032,5.796732673,585.47,77334,7.570667494,101,5.796732673
5/28/2016,4/27/2017,Medal - Toystore - Holiday Cheer,inactive,15,actions:offsite_conversion.fb_pixel_purchase,7898,9.863333333,147.95,14824,9.980437129,15,9.863333333
5/28/2016,4/27/2017,Medal - Toystore - Holiday Cheer,inactive,21,actions:offsite_conversion.fb_pixel_purchase,7220,7.543333333,158.41,12151,13.0367871,21,7.543333333
5/28/2016,4/27/2017,Medal - Toystore - Holiday Cheer,inactive,15,actions:offsite_conversion.fb_pixel_purchase,5654,10.82666667,162.4,13090,12.40641711,15,10.82666667
5/28/2016,4/27/2017,Medal - Toystore - Holiday Cheer,inactive,19,actions:offsite_conversion.fb_pixel_purchase,15032,6.626315789,125.9,16327,7.711153304,19,6.626315789
5/28/2016,4/27/2017,Medal - Toystore - Holiday Cheer,inactive,24,actions:offsite_conversion.fb_pixel_purchase,2485,5.195,124.68,10254,12.1591574,24,5.195
5/28/2016,4/27/2017,Full Swag - Black Friday 2,inactive,2,actions:offsite_conversion.fb_pixel_purchase,363,5.455,10.91,366,29.80874317,2,5.455
5/28/2016,4/27/2017,Full Swag - Black Friday 2,inactive,1,actions:offsite_conversion.fb_pixel_purchase,375,10.5,10.5,381,27.55905512,1,10.5
5/28/2016,4/27/2017,Full Swag - Black Friday 2,inactive,,,1307,,26.83,1316,20.38753799,,
5/28/2016,4/27/2017,Full Swag - Black Friday 2,inactive,2,actions:offsite_conversion.fb_pixel_purchase,2872,40.32,80.64,2898,27.82608696,2,40.32
5/28/2016,4/27/2017,Full Swag - Black Friday 2,inactive,,,1098,,18.72,1107,16.91056911,,
5/28/2016,4/27/2017,Full Swag - Black Friday 2,inactive,2,actions:offsite_conversion.fb_pixel_purchase,1299,13.485,26.97,1311,20.57208238,2,13.485
5/28/2016,4/27/2017,Full Swag - Black Friday 2,inactive,4,actions:offsite_conversion.fb_pixel_purchase,803,3.66,14.64,808,18.11881188,4,3.66
5/28/2016,4/27/2017,Full Swag - Black Friday 2,inactive,,,486,,10.38,491,21.14052953,,
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,,,2162,,45.58,2201,20.70876874,,
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,,,2209,,34.83,2241,15.54216867,,
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,3,actions:offsite_conversion.fb_pixel_purchase,2330,15.69666667,47.09,2399,19.62901209,3,15.69666667
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,1,actions:offsite_conversion.fb_pixel_purchase,876,18.3,18.3,1185,15.44303797,1,18.3
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,,,809,,41.57,1571,26.46085296,,
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,2,actions:offsite_conversion.fb_pixel_purchase,2627,31.14,62.28,2682,23.22147651,2,31.14
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,,,3332,,77.21,3388,22.7892562,,
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,13,actions:offsite_conversion.fb_pixel_purchase,2483,5.663076923,73.62,2851,25.82251841,13,5.663076923
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,4,actions:offsite_conversion.fb_pixel_purchase,3061,17.4575,69.83,3481,20.06032749,4,17.4575
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,14,actions:offsite_conversion.fb_pixel_purchase,1739,5.242142857,73.39,2510,29.23904382,14,5.242142857
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,,,103,,2.29,103,22.23300971,,
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,3,actions:offsite_conversion.fb_pixel_purchase,3999,24.61333333,73.84,4357,16.9474409,3,24.61333333
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,2,actions:offsite_conversion.fb_pixel_purchase,399,23.555,47.11,965,48.81865285,2,23.555
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,10,actions:offsite_conversion.fb_pixel_purchase,6894,12.908,129.08,7749,16.65763324,10,12.908
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,1,actions:offsite_conversion.fb_pixel_purchase,2684,40.71,40.71,2992,13.60628342,1,40.71
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,,,2323,,41.92,2385,17.57651992,,
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,,,1969,,46.53,2231,20.85611833,,
5/28/2016,4/27/2017,Full Swag - Black Friday,inactive,3,actions:offsite_conversion.fb_pixel_purchase,6740,21.07333333,63.22,7032,8.99032992,3,21.07333333
5/28/2016,4/27/2017,Dream Medal - Medal + Mug,inactive,29,actions:offsite_conversion.fb_pixel_purchase,14796,9.895517241,286.97,19739,14.53822382,29,9.895517241
5/28/2016,4/27/2017,Dream Medal - Medal + Mug,inactive,27,actions:offsite_conversion.fb_pixel_purchase,10884,6.928888889,187.08,15394,12.1527868,27,6.928888889
5/28/2016,4/27/2017,Dream Medal - Medal + Mug,inactive,12,actions:offsite_conversion.fb_pixel_purchase,15980,11.5675,138.81,17224,8.059103576,12,11.5675
5/28/2016,4/27/2017,Dream Medal - Medal + Mug,inactive,8,actions:offsite_conversion.fb_pixel_purchase,15600,16.2525,130.02,16704,7.783764368,8,16.2525
5/28/2016,4/27/2017,Dream Package - Full Swag,inactive,3,actions:offsite_conversion.fb_pixel_purchase,320,6.453333333,19.36,535,36.18691589,3,6.453333333
5/28/2016,4/27/2017,Dream Package - Full Swag,inactive,52,actions:offsite_conversion.fb_pixel_purchase,58461,9.759230769,507.48,68968,7.358195105,52,9.759230769
5/28/2016,4/27/2017,Dream Package - Full Swag,inactive,3,actions:offsite_conversion.fb_pixel_purchase,8351,36.63,109.89,9873,11.13035552,3,36.63
5/28/2016,4/27/2017,Dream Package - Full Swag,inactive,,,901,,52.31,2075,25.20963855,,
5/28/2016,4/27/2017,Dream Package - Full Swag,inactive,53,actions:offsite_conversion.fb_pixel_purchase,8347,8.459245283,448.34,39106,11.46473687,53,8.459245283
5/28/2016,4/27/2017,Dream Package - Full Swag,inactive,485,actions:offsite_conversion.fb_pixel_purchase,275326,5.174020619,2509.4,540155,4.645703548,485,5.174020619
5/28/2016,4/27/2017,Dream Package - Full Swag,inactive,16,actions:offsite_conversion.fb_pixel_purchase,17992,14.454375,231.27,19655,11.76647164,16,14.454375
5/28/2016,4/27/2017,Dream Package - Full Swag,inactive,,,292,,33.18,619,53.60258481,,
5/28/2016,4/27/2017,Dream Package - Full Swag,inactive,15,actions:offsite_conversion.fb_pixel_purchase,2586,17.45666667,261.85,16965,15.43471854,15,17.45666667
5/28/2016,4/27/2017,Dream Package - Full Swag,inactive,14,actions:offsite_conversion.fb_pixel_purchase,16568,14.99642857,209.95,17976,11.6794615,14,14.99642857
5/28/2016,4/27/2017,Dream Package - Full Swag,inactive,,,471,,18.53,642,28.86292835,,
5/28/2016,4/27/2017,Dream Package - Full Swag,inactive,72,actions:offsite_conversion.fb_pixel_purchase,10735,7.676944444,552.74,41949,13.1764762,72,7.676944444
5/28/2016,4/27/2017,Dream Package - Full Swag,inactive,5,actions:offsite_conversion.fb_pixel_purchase,1195,23.048,115.24,4293,26.84369904,5,23.048
